color,from,l,a,b
碧蝉绿,中国色名综览_凑幸卫,61.68121736,-5.832155352,6.814358314
海沫绿,中国色名综览_凑幸卫,84.85352262,-14.02429319,18.42503093
豌豆绿,中国色名综览_凑幸卫,75.18304156,-20.59042309,16.96255447
牡蛎绿,中国色名综览_凑幸卫,71.59692279,-16.03820631,12.70526172
秧绿,中国色名综览_凑幸卫,63.71642998,-19.09915309,15.22797935
萤石绿,中国色名综览_凑幸卫,63.69174035,-29.63199359,24.7840439
莴苣绿,中国色名综览_凑幸卫,65.33049361,-18.83607383,15.03646351
藻绿,中国色名综览_凑幸卫,61.65861751,-11.5950034,8.45739783
蛇胆绿,中国色名综览_凑幸卫,54.15452202,-12.7066512,9.371809996
青豆绿,中国色名综览_凑幸卫,53.37654843,-21.06957766,16.6207703
麦浪绿,中国色名综览_凑幸卫,54.10901605,-29.96286161,24.46710918
芭蕉绿,中国色名综览_凑幸卫,53.89138592,-35.2512587,14.51002246
荠菜绿,中国色名综览_凑幸卫,43.93333846,-12.26397994,4.282805595
黝绿,中国色名综览_凑幸卫,45.0219634,-13.91343528,5.064869324
青梅,中国色名综览_凑幸卫,67.48704819,-24.75474369,20.5833587
月白,中国色名综览_凑幸卫,91.08171916,-6.844989068,-6.342586645
蛋青,中国色名综览_凑幸卫,91.08172557,1.712453497,-11.8007321
虾壳青,中国色名综览_凑幸卫,64.23591606,-3.723594151,-9.506771485
鲛青,中国色名综览_凑幸卫,61.68129743,1.308941686,25.5177755
钢青,中国色名综览_凑幸卫,30.73869012,4.120174633,-19.90414284
靛青,中国色名综览_凑幸卫,41.1582044,7.070662746,-42.09625029
碧青,中国色名综览_凑幸卫,74.0443386,-8.286051853,-22.47964019
海青,中国色名综览_凑幸卫,73.99383257,-13.3189403,-30.88472438
霁青,中国色名综览_凑幸卫,81.34782794,-5.800530852,-18.71836794
天蓝,中国色名综览_凑幸卫,51.52098898,-0.37609669,-43.55239646
蓝翠,中国色名综览_凑幸卫,64.13698797,-11.77399956,-20.48855476
钴蓝,中国色名综览_凑幸卫,66.52191114,-14.729075,-33.7982694
宝蓝,中国色名综览_凑幸卫,61.65130356,-0.30660378,-32.34170401
钢蓝,中国色名综览_凑幸卫,34.63791812,7.345578556,-17.29045409
燕颔蓝,中国色名综览_凑幸卫,37.25064659,3.520043931,-12.22144918
鸽蓝,中国色名综览_凑幸卫,35.24022212,3.457017729,-12.17139373
暗蓝,中国色名综览_凑幸卫,30.76027032,0.93252897,-21.74629848
海涛蓝,中国色名综览_凑幸卫,43.85941723,5.344700855,-33.7783563
飞燕草蓝,中国色名综览_凑幸卫,44.09819679,1.357351744,-49.70842231
蓝光甲基紫,中国色名综览_凑幸卫,43.92935041,16.70004341,-40.02084936
安安蓝,中国色名综览_凑幸卫,43.94226927,13.54627428,-33.34795357
海军蓝,中国色名综览_凑幸卫,43.94561436,4.411145999,-23.26323602
景泰蓝,中国色名综览_凑幸卫,51.56656883,16.02401005,-40.50890532
景泰蓝,中国色名综览_凑幸卫,65.32367155,5.77538771,-41.50964511
品蓝,中国色名综览_凑幸卫,51.57699805,14.47877978,-36.71129706
尼罗蓝,中国色名综览_凑幸卫,56.09157079,6.024043661,-42.43121391
蝶翅蓝,中国色名综览_凑幸卫,51.55758239,4.61436633,-24.53258619
星蓝,中国色名综览_凑幸卫,84.92374055,2.284669575,-16.4110387
虹蓝,中国色名综览_凑幸卫,54.58372582,5.99229521,-41.48440569
柏林蓝,中国色名综览_凑幸卫,47.50474489,0.07921435,-45.49889787
云水蓝,中国色名综览_凑幸卫,74.08780786,4.194980455,-15.90497694
羽扇豆蓝,中国色名综览_凑幸卫,71.57626389,0.563422787,-23.94214621
晴山蓝,中国色名综览_凑幸卫,71.59169616,4.4244281,-27.61894145
焰蓝,中国色名综览_凑幸卫,71.57970028,4.71825137,-32.92139075
宵蓝,中国色名综览_凑幸卫,64.20562658,4.886783709,-32.92346448
赛佛磁蓝,中国色名综览_凑幸卫,46.46694791,0.045435184,-28.98161241
搪磁蓝,中国色名综览_凑幸卫,44.15701902,-1.175046206,-33.74056901
潮蓝,中国色名综览_凑幸卫,65.32279815,-0.260708768,-30.34705668
牵牛花蓝,中国色名综览_凑幸卫,53.9496578,-9.156498881,-39.92660181
釉蓝,中国色名综览_凑幸卫,45.72879276,-1.093317151,-40.43431891
涧石蓝,中国色名综览_凑幸卫,71.59684031,-2.37278145,-19.12985762
远天蓝,中国色名综览_凑幸卫,83.88728241,1.507311719,-11.62516123
云山蓝,中国色名综览_凑幸卫,64.19335481,-0.379229789,-31.0086512
秋波蓝,中国色名综览_凑幸卫,74.07229434,-0.631029346,-15.46169952
井天蓝,中国色名综览_凑幸卫,76.53042039,1.346632046,-20.18436299
鸢尾蓝,中国色名综览_凑幸卫,61.68101328,-7.35947102,-35.30271526
苍蓝,中国色名综览_凑幸卫,41.21683946,-13.6798668,-12.91937135
深灰蓝,中国色名综览_凑幸卫,33.51847561,-10.02812474,-10.35796361
灰蓝,中国色名综览_凑幸卫,41.21688977,-5.467674394,-7.813145679
湖水蓝,中国色名综览_凑幸卫,81.31930448,-4.403166481,-16.86153662
穹灰蓝,中国色名综览_凑幸卫,84.313698,-4.628188053,-9.140101641
胆矾蓝,中国色名综览_凑幸卫,56.54859697,-14.91333233,-24.19388135
樫鸟蓝,中国色名综览_凑幸卫,53.35528349,-15.89272778,-17.91546179
鸥蓝,中国色名综览_凑幸卫,76.53125886,3.051638243,-11.5779503
蜻蜓蓝,中国色名综览_凑幸卫,53.58511708,-9.124894744,-13.06062081
孔雀蓝,中国色名综览_凑幸卫,61.47380032,-18.23627124,-28.09401248
蔚蓝,中国色名综览_凑幸卫,67.14654626,-18.49451907,-20.34179977
瀑布蓝,中国色名综览_凑幸卫,71.53859727,-15.05622262,-17.66680114
闪蓝,中国色名综览_凑幸卫,65.2265669,-2.155485141,-10.41538079
甸子蓝,中国色名综览_凑幸卫,71.46898764,-22.53189156,-23.02551708
晚波蓝,中国色名综览_凑幸卫,61.68116073,-3.896445188,-9.338153774
清水蓝,中国色名综览_凑幸卫,81.34782902,-13.71564918,-12.75380314
晴蓝,中国色名综览_凑幸卫,64.20381489,0.434740477,-24.02216433
海天蓝,中国色名综览_凑幸卫,83.83954734,-12.28285877,-9.474831036
玉钗蓝,中国色名综览_凑幸卫,46.46671131,-13.51367497,-12.91374426
荧光蓝,中国色名综览_凑幸卫,83.88724477,3.37717425,-11.70737288
鹨蓝,中国色名综览_凑幸卫,41.17786731,0.467052178,-24.74771239
花青,中国色名综览_凑幸卫,53.5530178,6.104809883,-42.5551007
石蕊蓝,中国色名综览_凑幸卫,71.59690012,13.04425647,-18.17254113
冰山蓝,中国色名综览_凑幸卫,71.59688002,-4.744771513,-8.677246875
丁香淡紫,中国色名综览_凑幸卫,81.33361194,23.30438266,-14.20213338
青莲,中国色名综览_凑幸卫,41.19140989,36.19926128,-27.45168407
玫瑰紫,中国色名综览_凑幸卫,44.18418811,51.07745064,-20.54626394
葡萄紫,中国色名综览_凑幸卫,41.21698588,12.42185484,-0.085884091
葡萄酱紫,中国色名综览_凑幸卫,30.76053371,30.63353902,10.46589907
酱紫,中国色名综览_凑幸卫,30.69478023,27.21729645,4.48278126
栗紫,中国色名综览_凑幸卫,33.58170278,25.42142271,6.588898684
暗玉紫,中国色名综览_凑幸卫,41.21704307,21.25555208,6.043712013
猪肝紫,中国色名综览_凑幸卫,34.92861268,16.80084937,-5.348013625
李紫,中国色名综览_凑幸卫,33.59699386,25.83122711,-0.603610407
玫瑰葡萄紫,中国色名综览_凑幸卫,25.24069997,28.63209169,-9.121829368
金鱼紫,中国色名综览_凑幸卫,34.55989615,37.74020036,-9.137882935
甘蔗紫,中国色名综览_凑幸卫,45.00657275,25.75218107,0.841143188
石竹紫,中国色名综览_凑幸卫,36.17443303,30.32558383,0.437029338
卵石紫,中国色名综览_凑幸卫,41.21702399,21.7119697,0.214847232
芝兰紫,中国色名综览_凑幸卫,81.34800824,28.55103253,-6.509152136
茄皮紫,中国色名综览_凑幸卫,30.69429804,27.5028716,0.775962242
鸡冠紫,中国色名综览_凑幸卫,43.80946586,34.7125489,-7.901135266
磨石紫,中国色名综览_凑幸卫,43.86602559,27.21741149,-6.69707255
墨紫,中国色名综览_凑幸卫,32.2083798,34.36121352,-9.444342921
檀紫,中国色名综览_凑幸卫,41.17246856,25.88850773,-6.336319908
菜头紫,中国色名综览_凑幸卫,46.27308686,47.42235117,-9.841129464
海象紫,中国色名综览_凑幸卫,41.20052289,28.10638425,-11.94171926
洋葱紫,中国色名综览_凑幸卫,55.29348731,21.50489692,-5.584895324
火鸡紫,中国色名综览_凑幸卫,37.20715394,29.9866856,-7.473246024
绀紫,中国色名综览_凑幸卫,33.62001256,25.39510582,-7.126179161
马鞭草紫,中国色名综览_凑幸卫,81.33370783,15.12661839,-10.25949225
古铜紫,中国色名综览_凑幸卫,34.59675049,28.80569199,-7.245431161
樱草紫,中国色名综览_凑幸卫,50.56265518,29.19989616,-6.413584347
苋菜紫,中国色名综览_凑幸卫,32.98535374,34.40526546,-9.300608408
鸳鸯紫,中国色名综览_凑幸卫,25.20656812,36.91173529,-11.50431917
龙睛鱼紫,中国色名综览_凑幸卫,41.20156868,13.3842182,-14.16624538
青蛤壳紫,中国色名综览_凑幸卫,71.58363968,26.81881837,-20.80157356
荆紫,中国色名综览_凑幸卫,61.68125529,33.4116145,-19.35457974
萝兰紫,中国色名综览_凑幸卫,64.19522034,30.17621764,-17.56444151
椹汁紫,中国色名综览_凑幸卫,30.76037968,27.11175255,-20.92872193
荸荠紫,中国色名综览_凑幸卫,36.23375945,16.63493674,-17.07172412
豆蔻紫,中国色名综览_凑幸卫,54.11579226,35.27697719,-26.85231861
扁豆紫,中国色名综览_凑幸卫,54.14876351,26.810364,-20.93475351
牵牛紫,中国色名综览_凑幸卫,33.58985179,29.13698385,-22.4716659
葛巾紫,中国色名综览_凑幸卫,41.20625202,26.4459148,-20.67009487
红光甲基紫,中国色名综览_凑幸卫,41.2169516,46.90013556,-34.70787651
芥花紫,中国色名综览_凑幸卫,41.19482386,45.29175085,-33.62425563
凤信紫,中国色名综览_凑幸卫,71.59244544,17.48939529,-14.19542735
深牵牛紫,中国色名综览_凑幸卫,29.80147681,19.7167644,-15.68273058
魏紫,中国色名综览_凑幸卫,43.68166082,44.81849887,-33.25387497
乌梅紫,中国色名综览_凑幸卫,30.73106656,15.68527678,-12.74159072
桔梗紫,中国色名综览_凑幸卫,56.67991775,27.78547521,-28.9502686
淡牵牛紫,中国色名综览_凑幸卫,74.08338442,20.49936847,-16.39394907
剑锋紫,中国色名综览_凑幸卫,45.06499193,7.364553298,-12.02150446
蕈紫,中国色名综览_凑幸卫,61.67270206,21.31045995,-28.82242201
槿紫,中国色名综览_凑幸卫,61.68116357,18.54124646,-25.41095164
龙葵紫,中国色名综览_凑幸卫,33.72067705,5.542556974,-12.28822664
藤萝紫,中国色名综览_凑幸卫,64.22588041,12.97151952,-23.44350988
暗龙胆紫,中国色名综览_凑幸卫,30.76033694,5.876749053,-13.14403945
暗蓝紫,中国色名综览_凑幸卫,20.46521473,5.223343897,-25.55959128
野葡萄紫,中国色名综览_凑幸卫,41.20559553,7.081839672,-16.64196774
野菊紫,中国色名综览_凑幸卫,43.9562907,14.31683648,-24.01305159
远山紫,中国色名综览_凑幸卫,81.33977994,11.4477911,-13.57098553
螺甸紫,中国色名综览_凑幸卫,61.6811147,19.24452506,-34.40177669
晶石紫,中国色名综览_凑幸卫,23.48965037,7.586334789,-17.2531574
满天星紫,中国色名综览_凑幸卫,41.20580008,19.44608577,-31.55406255
淡蓝紫,中国色名综览_凑幸卫,71.58994197,16.43810277,-18.60686315
淡青莲,中国色名综览_凑幸卫,81.34793178,17.02357815,-13.89570045
淡藤萝紫,中国色名综览_凑幸卫,91.08176574,9.586963566,-8.973411842
貂紫,中国色名综览_凑幸卫,43.8948249,16.40626461,2.959591039
,中国色名综览_凑幸卫,64.14985627,31.22056362,57.42026822
云峰白,中国色名综览_凑幸卫,76.02777794,2.095227282,-15.89838639
铁灰,中国色名综览_凑幸卫,54.18353117,1.970160255,11.32585995
银白,中国色名综览_凑幸卫,91.08176574,9.586963566,-8.973411842
芦穗灰,中国色名综览_凑幸卫,61.68123399,11.32818906,-4.847167939
河豚灰,中国色名综览_凑幸卫,51.57711027,-7.370921902,0.104968463
淡蓝灰,中国色名综览_凑幸卫,51.56008662,1.007772938,-17.86137299
靠灰,中国色名综览_凑幸卫,61.66964242,3.959871231,-15.20304672
猬灰,中国色名综览_凑幸卫,65.47531393,4.101282083,-11.68598221
月影白,中国色名综览_凑幸卫,75.47671166,4.320787933,-11.631453
银鱼白,中国色名综览_凑幸卫,81.34789173,3.270361575,-11.60764208
茧白,中国色名综览_凑幸卫,83.88743585,4.628208094,-11.74547833
芡食白,中国色名综览_凑幸卫,84.8038063,8.684739638,-10.36348845
乳白,中国色名综览_凑幸卫,94.43399914,4.131899544,10.48067279
莲瓣白,中国色名综览_凑幸卫,93.53874898,3.702998579,-12.20551244
荷花白,中国色名综览_凑幸卫,91.08181225,10.50686496,1.861068685
荷花白,中国色名综览_凑幸卫,95.16009527,11.31725727,0.483818512
莲子白,中国色名综览_凑幸卫,86.10705304,4.43721567,10.21806215
荔肉白,中国色名综览_凑幸卫,91.08182096,4.540416992,10.26773081
蚌肉白,中国色名综览_凑幸卫,95.37596672,4.120447389,10.51711819
菊蕾白,中国色名综览_凑幸卫,84.69317811,2.488183855,11.03658341
狼烟灰,中国色名综览_凑幸卫,54.08218036,-7.174044427,-3.791219994
绿灰,中国色名综览_凑幸卫,51.57709638,-7.070824121,-3.659039474
淡绿灰,中国色名综览_凑幸卫,61.68117208,-7.231519053,-3.99463923
明灰,中国色名综览_凑幸卫,63.7405388,-7.100537526,-3.947525963
镍灰,中国色名综览_凑幸卫,71.59689088,-7.13465584,-4.135963907
黄昏灰,中国色名综览_凑幸卫,51.57708362,-5.14628609,-8.190715296
鸽子灰,中国色名综览_凑幸卫,51.57715134,-3.897005469,8.37180074
海鸥灰,中国色名综览_凑幸卫,65.35102693,9.409725992,5.738632186
鸥灰,中国色名综览_凑幸卫,54.68742362,-5.195758879,-8.170102591
垩灰,中国色名综览_凑幸卫,53.67473068,-5.216176061,-8.142076095
夏云灰,中国色名综览_凑幸卫,53.42052479,-4.12681934,-9.184786902
瓦罐灰,中国色名综览_凑幸卫,46.02970602,3.659960454,-12.13078507
嫩灰,中国色名综览_凑幸卫,54.18345023,3.778207436,-11.82775868
战舰灰,中国色名综览_凑幸卫,43.43830137,3.962496725,-18.31570388
星灰,中国色名综览_凑幸卫,64.23665987,2.484280428,-11.54857678
水牛灰,中国色名综览_凑幸卫,42.26353506,3.558462537,-12.33027841
田鼠灰,中国色名综览_凑幸卫,42.66473258,3.957085277,-18.37753958
牛角灰,中国色名综览_凑幸卫,45.35727633,3.712573649,-12.13049299
钟乳灰,中国色名综览_凑幸卫,85.244264,4.615250457,-11.70617572
大理石灰,中国色名综览_凑幸卫,82.43324847,4.581173772,-11.73062884
海参灰,中国色名综览_凑幸卫,43.46638244,1.671854992,-12.05895544
沙鱼灰,中国色名综览_凑幸卫,35.83991142,3.475559789,-12.18596674
鱼尾灰,中国色名综览_凑幸卫,55.32269376,3.844340383,-11.7512662
鲸鱼灰,中国色名综览_凑幸卫,44.49593021,3.617384676,-12.21054826
鹑灰,中国色名综览_凑幸卫,43.46813255,3.589785932,-12.26512254
锌灰,中国色名综览_凑幸卫,61.68119041,7.03170416,-11.29593615
芋紫,中国色名综览_凑幸卫,46.50808907,22.60381025,-23.20259991
玛瑙灰,中国色名综览_凑幸卫,74.11867929,8.629488376,-10.11013073
古鼎灰,中国色名综览_凑幸卫,43.46482488,9.744178672,-10.5197874
紫灰,中国色名综览_凑幸卫,43.95155588,14.31645643,-15.07847936
斑鸠灰,中国色名综览_凑幸卫,34.16078244,18.4413228,-5.732977499
暮云灰,中国色名综览_凑幸卫,43.45718419,11.93700362,-4.401626168
暮云灰,中国色名综览_凑幸卫,55.66044196,10.88703177,2.758325617
苍蝇灰,中国色名综览_凑幸卫,55.13513644,11.66220385,-1.10105595
乌贼灰,中国色名综览_凑幸卫,52.65505389,10.4950927,4.975090268
犀角灰,中国色名综览_凑幸卫,40.23087902,10.61819566,5.80003648
鼠背灰,中国色名综览_凑幸卫,61.68124345,11.37479313,-2.553701422
淡玫瑰灰,中国色名综览_凑幸卫,61.64490383,16.38527543,2.152916086
玫瑰灰,中国色名综览_凑幸卫,45.01867689,15.09071722,11.37230859
晓灰,中国色名综览_凑幸卫,73.60932374,9.332461476,5.039664198
淡铁灰,中国色名综览_凑幸卫,55.32238125,10.87551923,2.773951963
石板灰,中国色名综览_凑幸卫,54.07795847,9.337793109,6.552525968
珠母灰,中国色名综览_凑幸卫,55.44261705,9.340038999,6.453886023
淡银灰,中国色名综览_凑幸卫,71.59698496,9.498682735,5.277129443
蛛纲灰,中国色名综览_凑幸卫,57.32704855,10.46717709,4.655855822
猴毛灰,中国色名综览_凑幸卫,64.867732,10.42440321,4.029537778
松鼠灰,中国色名综览_凑幸卫,54.01472317,1.968568745,11.33125578
橄榄灰,中国色名综览_凑幸卫,51.57718005,1.904969588,11.05943503
百灵鸟灰,中国色名综览_凑幸卫,75.20219119,4.207155544,10.06078707
鹤灰,中国色名综览_凑幸卫,51.5771861,4.217998634,10.37360986
橄榄石灰,中国色名综览_凑幸卫,55.11479314,-7.373097845,1.89656192
砚灰,中国色名综览_凑幸卫,53.27228718,-7.460741729,1.942591267
银鼠灰,中国色名综览_凑幸卫,71.5747446,4.672955968,16.93418813
尘灰,中国色名综览_凑幸卫,66.21527008,4.156664051,10.16042439
燕羽灰,中国色名综览_凑幸卫,51.57716873,-1.035635268,10.72470204
蟹壳灰,中国色名综览_凑幸卫,43.98745082,-1.202267828,10.53580937
月灰,中国色名综览_凑幸卫,71.59706053,-4.322826901,55.30496885
灰白色,中国色名综览_凑幸卫,83.40330737,4.382192908,10.19347063
青灰色,中国色名综览_凑幸卫,45.05307515,4.164096469,-18.60995631
银灰色,中国色名综览_凑幸卫,63.73911267,9.31770509,5.693106431
蝙蝠灰,中国色名综览_凑幸卫,45.11461029,-7.023603459,1.833969286
烬灰,中国色名综览_凑幸卫,52.4568526,-7.163314765,-3.7478828
龟背灰,中国色名综览_凑幸卫,61.6812588,2.049388343,11.10549153
深芦灰,中国色名综览_凑幸卫,43.77412622,11.90905219,-4.403062852
黄,先秦色彩_肖世孟,68.0,22.0,68.0
青,先秦色彩_肖世孟,25.0,20.0,-58.0
赤,先秦色彩_肖世孟,66.0,52.0,31.0
白,先秦色彩_肖世孟,100.0,0.0,0.0
黑,先秦色彩_肖世孟,0.0,0.0,0.0
